ZIP_CODE,COUNTY,Y,STORE_TYPE,CITY,Ï»¿X,LATITUDE,ADDITONAL_ADDRESS,INCENTIVE_PROGRAM,GRANTEE_NAME,STORE_NAME,STATE,OBJECTID,STORE_STREET_ADDRESS,RECORD_ID,ZIP4,LONGITUDE,FOOD_COMPOSITE_KEY,TAX_OBJ_ID,ACCOUNT_NUM,APPRAISAL_YR_x,BLDG_CLASS_DESC,YEAR_BUILT,REMODEL_YR,GROSS_BLDG_AREA,FOUNDATION_TYP_DESC,FOUNDATION_AREA,BASEMENT_DESC,BASEMENT_AREA,NUM_STORIES,CONSTR_TYP_DESC,HEATING_TYP_DESC,AC_TYP_DESC,NUM_UNITS,NET_LEASE_AREA,PROPERTY_NAME,PROPERTY_QUAL_DESC,PROPERTY_COND_DESC,PHYS_DEPR_PCT,FUNCT_DEPR_PCT,EXTRNL_DEPR_PCT,TOT_DEPR_PCT,IMP_VAL,LAND_VAL,MKT_VAL,APPR_METHOD_DESC,COMPARABILITY_CD,PCT_COMPLETE,APPRAISAL_YR_y,DIVISION_CD,BIZ_NAME,OWNER_NAME1,OWNER_NAME2,EXCLUDE_OWNER,OWNER_ADDRESS_LINE1,OWNER_ADDRESS_LINE2,OWNER_ADDRESS_LINE3,OWNER_ADDRESS_LINE4,OWNER_CITY,OWNER_STATE,OWNER_ZIPCODE,OWNER_COUNTRY,STREET_NUM,STREET_HALF_NUM,FULL_STREET_NAME,BLDG_ID,UNIT_ID,PROPERTY_CITY,PROPERTY_ZIPCODE,MAPSCO,NBHD_CD,LEGAL1,LEGAL2,LEGAL3,LEGAL4,LEGAL5,DEED_TXFR_DATE,GIS_PARCEL_ID,PHONE_NUM,LMA,IMA,SNAP_COMPOSITE_KEY
75254,DALLAS,3888742.1408677,Supermarket,DALLAS,-10776108.4233228,32.95055,Ste 200,,,DALLAS (FAR NORTH) 407,TX,114110.0,14856 PRESTON RD,1215803.0,6846,-96.803429,14856 PRESTON RD DALLAS,008189000B05C0002,008189000B05C0000,2024.0,SUPERMARKET,2015.0,2015.0,14150.0,CONCRETE SLAB,14150.0,NONE,0.0,1.0,"C-MASONRY, BLOCK, TILT-WALL",CENTRAL HEAT,CENTRAL A/C,0.0,0.0,TRADER JOES,EXCELLENT,EXCELLENT,0.0,0.0,0.0,0.0,,,,INCOME,A CLASS,1.0,2024.0,COM,PEPPER SQ SC,NEW PEPPER SQUARE S/C PARTNERS LTD,,N,,5151 BELT LINE RD STE 900,,,DALLAS,TEXAS,752546757,UNITED STATES OF AMERICA,14856.0,,PRESTON RD,,,DALLAS,752546822,15-B (DALLAS),UNASSIGNED,COMPASS BANK,BLK B/8189 LT 5C ACS 7.350,,INT201000205228 DD08022010 CO-DC,8189 00B   05C00      2DA8189 00B,08/11/2010,008189000B05C0000,,1DSB04,361300,14856 PRESTON RD DALLAS
75243,DALLAS,3886105.97275904,Supermarket,DALLAS,-10769692.7471099,32.930676,,,,World Food Warehouse,TX,114183.0,13434 FLOYD CIR,1216467.0,1504,-96.745796,13434 FLOYD CIR DALLAS,00000806639400000,00000806639400000,2024.0,OFFICE/SHOWROOM,1979.0,1990.0,17464.0,FOUNDATION FOOTINGS,17464.0,NONE,0.0,1.0,"C-MASONRY, BLOCK, TILT-WALL",CENTRAL PARTIAL,CENTRAL PARTIAL,0.0,17464.0,WORLD FOOD WHSE,AVERAGE,GOOD,45.0,0.0,0.0,45.0,,,,INCOME,C CLASS,1.0,2024.0,COM,WORLD FOOD WHSE,HHO UNITED GROUP INC,,N,,13434 FLOYD CIR,,,DALLAS,TEXAS,752431504.0,UNITED STATES OF AMERICA,13434.0,,FLOYD CIR,,,DALLAS,752431504,16-R (DALLAS),UNASSIGNED,GARVON-DALLAS 3,BLK 4/8357 LT 4 ACS 0.8333,,VOL2005114/01584 DD05242005 CO-DC,8357 004   00000      3DA8357 004,06/10/2005,00000806639400000,,3RSD01,101900,13434 FLOYD CIR DALLAS
75248,DALLAS,3890453.69917113,Super Store,DALLAS,-10772274.6913794,32.963451,,,,Walmart Supercenter 8930,TX,114381.0,15757 COIT RD,1218121.0,    ,-96.76899,15757 COIT RD DALLAS,00000799252500000,00000799252500000,2024.0,URGENT CARE CLINIC,1969.0,2016.0,7992.0,CONCRETE SLAB,7992.0,NONE,0.0,1.0,"C-MASONRY, BLOCK, TILT-WALL",CENTRAL HEAT,CENTRAL A/C,0.0,7992.0,MED OFFICE,GOOD,EXCELLENT,5.0,0.0,0.0,5.0,,,,COST,A CLASS,1.0,2024.0,COM,MED OFFICE,UNDERWOOD FAMILY ENTERPRISES LTD,,N,,PO BOX 836110,,,RICHARDSON,TEXAS,750836110.0,UNITED STATES OF AMERICA,15757.0,,COIT RD,,,DALLAS,752484467,6-X (DALLAS),UNASSIGNED,RICHARDSON HEIGHTS ESTS WEST REV,BLK 34/8196 PT TR B ACS 1.0981,,INT 201200186902 DD12232011 CO-DC,8196 034   00B00      3DA8196 034,12/28/2011,00000799252500000,,1DSB03,2114MO,15757 COIT RD DALLAS
75248,DALLAS,3890453.69917113,Super Store,DALLAS,-10772274.6913794,32.963451,,,,Walmart Supercenter 8930,TX,114381.0,15757 COIT RD,1218121.0,    ,-96.76899,15757 COIT RD DALLAS,00000799252500200,00000799252500200,2024.0,LAND ONLY,0.0,0.0,0.0,UNASSIGNED,0.0,UNASSIGNED,0.0,0.0,UNASSIGNED,UNASSIGNED,UNASSIGNED,0.0,0.0,VACANT,UNASSIGNED,UNASSIGNED,0.0,0.0,0.0,0.0,,,,COST,UNASSIGNED,0.0,2024.0,COM,VACANT,UNDERWOOD FAMILY ENTERPRISES LTD,,N,,PO BOX 836110,,,RICHARDSON,TEXAS,750836110.0,UNITED STATES OF AMERICA,15757.0,,COIT RD,,,DALLAS,752484467,6-X (DALLAS),UNASSIGNED,RICHARDSON HEIGHTS ESTS WEST REV,BLK 34/8196 TR B.2 ACS 0.1269,,INT 201200186902 DD12232011 CO-DC,8196 034   00B02      3DA8196 034,10/12/2016,00000799252500200,,1DSB03,UNASSIGNED,15757 COIT RD DALLAS
75248,DALLAS,3890453.69917113,Super Store,DALLAS,-10772274.6913794,32.963451,,,,Walmart Supercenter 8930,TX,114381.0,15757 COIT RD,1218121.0,    ,-96.76899,15757 COIT RD DALLAS,00000799252500100,00000799252500100,2024.0,DISCOUNT STORE,2014.0,2014.0,92114.0,CONCRETE SLAB,92114.0,NONE,0.0,1.0,"C-MASONRY, BLOCK, TILT-WALL",CENTRAL HEAT,CENTRAL A/C,0.0,92114.0,WALMART #5074,GOOD,GOOD,0.0,0.0,0.0,0.0,,,,INCOME,A CLASS,1.0,2024.0,COM,WALMART #5074,PARK GLOBAL INC/ WALMART,,N,PROPERTY TAX DEPT,P O BOX 8050 MS 0555,,,BENTONVILLE,ARKANSAS,727160000.0,UNITED STATES OF AMERICA,15757.0,,COIT RD,,,DALLAS,752484467,6-X (DALLAS),UNASSIGNED,RICHARDSON HEIGHTS ESTS WEST REV,BLK 34/8196 TR B.1 ACS 6.991,,INT201600285625 DD10072016 CO-DC,8196 034   00B01      3DA8196 034,10/12/2016,00000799252500100,,1DSB03,361300,15757 COIT RD DALLAS
75224,DALLAS,3853933.21154047,Discount Retail,DALLAS,-10778578.1575456,32.687767,Ste 150,,,Dollar Tree 5444,TX,115436.0,4777 VISTAWOOD BLVD,1191782.0,    ,-96.825615,4777 VISTAWOOD BLVD DALLAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75141,DALLAS,3848676.89386839,Discount Retail,HUTCHINS,-10765807.2516033,32.648018,,,,Family Dollar 11392,TX,115461.0,103 E PALESTINE ST,1192147.0,    ,-96.710892,103 E PALESTINE ST HUTCHINS,30000500000000300,30000500000000300,2024.0,FREE STANDING RETAIL STORE,2014.0,2014.0,8320.0,CONCRETE SLAB,8320.0,NONE,0.0,1.0,S-PRE-ENGINEERED STEEL BLDGS,CENTRAL HEAT,CENTRAL A/C,1.0,8320.0,FAMILY DOLLAR,EXCELLENT,EXCELLENT,0.0,0.0,0.0,0.0,,,,INCOME,A CLASS,1.0,2024.0,COM,FAMILY DOLLAR,FD GROUP 3 LLC,,N,% LEASE ACCOUNTING STORE 31392,500 VOLVO PKWY,,,CHESAPEAKE,VIRGINIA,233201604.0,UNITED STATES OF AMERICA,103.0,,E PALESTINE ST,,,HUTCHINS,751413100,77-D (DALLAS),UNASSIGNED,ORIG TOWN HUTCHINS,SPLIT 3 ACS 0.9665,LOC OT SHT 2 FORMER RR CORRIDOR,INT201500223698 DD08182015 CO-DC,0005000000003         4CU00050000,08/20/2015,30000500000000300,,2WS001,360600,103 E PALESTINE ST HUTCHINS
75211,DALLAS,3856907.48082194,Convenience Store,DALLAS,-10787779.4926961,32.710251,,,,Superconvenience Stop,TX,115530.0,3006 DUNCANVILLE RD,1602809.0,7301,-96.908272,3006 DUNCANVILLE RD DALLAS,00801600050010000,00801600050010000,2024.0,CONVENIENCE STORE,2014.0,2014.0,3394.0,CONCRETE SLAB,3394.0,NONE,0.0,1.0,D-WOOD FRAME,CENTRAL HEAT,CENTRAL A/C,1.0,3394.0,CHEVRON CONVENIENCE STORE,GOOD,GOOD,5.0,0.0,0.0,5.0,,,,COST,A CLASS,1.0,2024.0,COM,CHEVRON CONVENIENCE STORE,NORTH TEXAS HOLDINGS LLC,,N,,3006 DUNCANVILLE RD,,,DALLAS,TEXAS,752117301,UNITED STATES OF AMERICA,3006.0,,DUNCANVILLE RD,,,DALLAS,752117301,52-Y (DALLAS),UNASSIGNED,KENWOOD ADDN 2,BLK 5/8016 LOT 1,,INT2024000091445 DD05032024 CO-DC,8016 005   00100      8DA8016 005,05/07/2024,00801600050010000,,2DSM5A,360500,3006 DUNCANVILLE RD DALLAS
75228,DALLAS,3870346.81023988,Convenience Store,DALLAS,-10764698.8434334,32.811775,,,,My Beer Store 10,TX,115566.0,2315 LAKELAND DR,1522079.0,5353,-96.700935,2315 LAKELAND DR DALLAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75212,DALLAS,3867431.78299851,Convenience Store,DALLAS,-10781971.9548614,32.789764,,,,Hampton Foodmart,TX,115569.0,3900 N HAMPTON RD,1522088.0,1637,-96.856102,3900 N HAMPTON RD DALLAS,007130001118A0000,007130001118A0000,2024.0,MINI-MART/GAS SERVICE STATION,1973.0,2018.0,890.0,PIERS,890.0,UNASSIGNED,0.0,1.0,"C-MASONRY, BLOCK, TILT-WALL",CENTRAL HEAT,CENTRAL A/C,0.0,890.0,SHELL GAS MINIMART,AVERAGE,GOOD,7.0,0.0,0.0,7.0,,,,COST,C CLASS,1.0,2024.0,COM,SHELL GAS MINIMART,SHREE MAHA LAXMI GLOBAL INC,,N,,12641 ROYAL OAKS LN,,,DALLAS,TEXAS,752344801,UNITED STATES OF AMERICA,3900.0,,N HAMPTON RD,,,DALLAS,         ,43-H (DALLAS),UNASSIGNED,GUPTA,BLK 11/7130 LT 18A ACS 0.3216,,INT202200266499 DD10062022 CO-DC,7130 011   18A00      8DA7130 011,10/07/2022,007130001118A0000,,1DSJ06,690400,3900 N HAMPTON RD DALLAS
75212,DALLAS,3867431.78299851,Convenience Store,DALLAS,-10781971.9548614,32.789764,,,,Hampton Foodmart,TX,115569.0,3900 N HAMPTON RD,1522088.0,1637,-96.856102,3900 N HAMPTON RD DALLAS,007130001118A0001,007130001118A0000,2024.0,MINI-MART/GAS SERVICE STATION,2018.0,2018.0,1342.0,CONCRETE SLAB,1342.0,NONE,0.0,1.0,D-WOOD FRAME,CENTRAL HEAT,CENTRAL A/C,0.0,0.0,2018 ADDITION,GOOD,GOOD,11.0,0.0,0.0,11.0,,,,COST,B CLASS,1.0,2024.0,COM,SHELL GAS MINIMART,SHREE MAHA LAXMI GLOBAL INC,,N,,12641 ROYAL OAKS LN,,,DALLAS,TEXAS,752344801,UNITED STATES OF AMERICA,3900.0,,N HAMPTON RD,,,DALLAS,         ,43-H (DALLAS),UNASSIGNED,GUPTA,BLK 11/7130 LT 18A ACS 0.3216,,INT202200266499 DD10062022 CO-DC,7130 011   18A00      8DA7130 011,10/07/2022,007130001118A0000,,1DSJ06,690400,3900 N HAMPTON RD DALLAS
75209,DALLAS,3873715.92940598,Convenience Store,DALLAS,-10779117.5004784,32.837208,,,,7-Eleven Convenience Store 37279B,TX,115685.0,4415 W MOCKINGBIRD LN,1583815.0,5203,-96.83046,4415 W MOCKINGBIRD LN DALLAS,002605000O12A0000,002605000O12A0000,2024.0,CONVENIENCE STORE,2016.0,2016.0,3124.0,CONCRETE SLAB,3124.0,NONE,0.0,1.0,D-WOOD FRAME,CENTRAL HEAT,CENTRAL A/C,1.0,3124.0,7-11,EXCELLENT,EXCELLENT,5.0,0.0,0.0,5.0,,,,COST,A CLASS,1.0,2024.0,COM,7-11,SBLFT/OF I LTD,,N,% 7 ELEVEN INC,PO BOX 711,,,DALLAS,TEXAS,752210711,UNITED STATES OF AMERICA,4415.0,,W MOCKINGBIRD LN,,,DALLAS,752095203,34-L (DALLAS),UNASSIGNED,MOCKINGBIRD/ROPER 7-ELEVEN,BLK O/2605 LT 12A  ACS 0.6807,,INT201500233892 DD08202015 CO-DC,2605 00O   01200      1002605 00O,04/08/2016,002605000O12A0000,,1DSH9A,360200,4415 W MOCKINGBIRD LN DALLAS
75050,DALLAS,3863101.03332411,Convenience Store,GRAND PRAIRIE,-10801106.6621338,32.757053,,,,Fina Mart,TX,115920.0,1821 W TARRANT RD,1190447.0,3157,-97.027992,1821 W TARRANT RD GRAND PRAIRIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75211,DALLAS,3862893.61141046,Convenience Store,DALLAS,-10783446.3815169,32.755486,Forth,,,Loco Food Mart,TX,115978.0,2910 FORT WORTH AVE,1522594.0,2405,-96.869347,2910 FORT WORTH AVE DALLAS,004186000511A0000,004186000511A0000,2024.0,RETAIL STRIP,2003.0,2003.0,7350.0,CONCRETE SLAB,7350.0,NONE,0.0,1.0,"C-MASONRY, BLOCK, TILT-WALL",CENTRAL HEAT,CENTRAL A/C,0.0,7350.0,RITS WASH DRY/FOOD MART GRILL,GOOD,GOOD,25.0,0.0,0.0,25.0,,,,INCOME,B CLASS,1.0,2024.0,COM,RITS WASH DRY/FOOD MART GRILL,D MAX FW AVE LLC,,N,,1706 TORREY PINES LN,,,FRISCO,TEXAS,750346926.0,UNITED STATES OF AMERICA,2910.0,,FORT WORTH AVE,,,DALLAS,752112405,43-Y (DALLAS),UNASSIGNED,RITZ,BLK 5/4186 LT 11A ACS 0.6354,,INT201600060159 DD03032016 CO-DC,4186 005   11A00      8DA4186 005,03/04/2016,004186000511A0000,,1DSK06,360500,2910 FORT WORTH AVE DALLAS
75040,DALLAS,3881530.09787709,Super Store,GARLAND,-10759041.6982308,32.896168,,,,Walmart Neighborhood Market 4046,TX,116027.0,1855 S GARLAND AVE,1126763.0,7648,-96.650116,1855 S GARLAND AVE GARLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75211,DALLAS,3860354.4117181,Convenience Store,DALLAS,-10789172.3221649,32.736301,,,,Fuel Stop,TX,116049.0,5816 KEENELAND PKWY,1126973.0,6958,-96.920784,5816 KEENELAND PKWY DALLAS,00000760690000000,00000760690000000,2024.0,CONVENIENCE STORE,1989.0,1989.0,2940.0,CONCRETE SLAB,2940.0,NONE,0.0,1.0,"C-MASONRY, BLOCK, TILT-WALL",CENTRAL HEAT,CENTRAL A/C,0.0,2940.0,FUEL STOP,AVERAGE,AVERAGE,43.0,0.0,0.0,43.0,,,,COST,C CLASS,1.0,2024.0,COM,FUEL STOP,STEEL EDITH E LIVING TRUST,,N,,8301 N CENTRAL EXPY STE N610,,,DALLAS,TEXAS,752254409.0,UNITED STATES OF AMERICA,5816.0,,KEENELAND PKWY,,,DALLAS,752116958,52-J (DALLAS),UNASSIGNED,BLK 7666,TR 6 ACS 0.6666,,VOL80056 PG1250 DD03141980 CO-DC,7666 000   00600      2DA7666 000,03/19/1980,00000760690000000,,2DSL4A,360500,5816 KEENELAND PKWY DALLAS
75211,DALLAS,3862279.57392942,Convenience Store,DALLAS,-10789255.589144,32.750847,,,,QuikTrip 970,TX,116101.0,5909 W DAVIS ST,1127719.0,    ,-96.921532,5909 W DAVIS ST DALLAS,008334000A0010000,008334000A0010000,2024.0,CONVENIENCE STORE,2013.0,2013.0,6883.0,CONCRETE SLAB,6883.0,NONE,0.0,1.0,"C-MASONRY, BLOCK, TILT-WALL",CENTRAL HEAT,CENTRAL A/C,0.0,6883.0,QUICK TRIP,EXCELLENT,EXCELLENT,11.0,0.0,0.0,11.0,,,,COST,A CLASS,1.0,2024.0,COM,QUICK TRIP,QT SOUTH LLC,,N,,4705 S 129TH EAST AVE,,,TULSA,OKLAHOMA,741347005,UNITED STATES OF AMERICA,5909.0,,W DAVIS ST,,,DALLAS,752117005,52-A (DALLAS),UNASSIGNED,QT 970,BLK A/8334 LT 1 ACS 9.666,,INT202000115030 DD05022020 CO-DC,8334 00A   00100      8DA8334 00A,05/05/2020,008334000A0010000,,2DSK4A,360500,5909 W DAVIS ST DALLAS
75006,DALLAS,3892694.58516173,Super Store,CARROLLTON,-10787949.366239,32.980339,,,,99 Ranch Market 105,TX,116289.0,2532 OLD DENTON RD,1220898.0,1347,-96.909798,2532 OLD DENTON RD CARROLLTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75214,DALLAS,3870675.29434054,Pharmacy,DALLAS,-10770415.5445636,32.814255,,,,CVS Pharmacy 10324,TX,116377.0,6420 GASTON AVE,1219683.0,4022,-96.752289,6420 GASTON AVE DALLAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75180,DALLAS,3856219.53837488,Discount Retail,BALCH SPRINGS,-10757094.2750589,32.705051,,,,Family Dollar 11509,TX,116417.0,11327 SEAGOVILLE RD,1223293.0,3123,-96.632622,11327 SEAGOVILLE RD BALCH SPRINGS,12070500021RB0000,12070500021RB0000,2024.0,FREE STANDING RETAIL STORE,2015.0,2015.0,8586.0,CONCRETE SLAB,8586.0,NONE,0.0,1.0,"C-MASONRY, BLOCK, TILT-WALL",CENTRAL HEAT,CENTRAL A/C,0.0,8586.0,FAMILY DOLLAR,EXCELLENT,GOOD,0.0,0.0,0.0,0.0,,,,INCOME,A CLASS,1.0,2024.0,COM,FAMILY DOLLAR,ARCP FDCCC1404 LLC,,N,C/O FAMILY DOLLAR STORES,500 VOLVO PKWY,,,CHESAPEAKE,VIRGINIA,233201604.0,UNITED STATES OF AMERICA,11327.0,,SEAGOVILLE RD,,,BALCH SPRINGS,751803123,59A-W (DALLAS),UNASSIGNED,SPENCE PARK REPLAT,BLK B LT 1RB ACS 0.830,,INT201500092315 DD04072015 CO-DC,070500021RB00         3CB07050002,04/14/2015,12070500021RB0000,,3MSG01,362200,11327 SEAGOVILLE RD BALCH SPRINGS
75211,DALLAS,3857233.47370633,Convenience Store,DALLAS,-10787984.9884761,32.712715,,,,7-eleven Convenience Store 35402B,TX,116687.0,2821 S WALTON WALKER BLVD,1129221.0,7412,-96.910118,2821 S WALTON WALKER BLVD DALLAS,008020000B0010001,008020000B0010000,2024.0,DRIVE THRU CAR WASHES,2001.0,2001.0,868.0,CONCRETE SLAB,868.0,NONE,0.0,1.0,"C-MASONRY, BLOCK, TILT-WALL",NONE,NONE,1.0,0.0,EXXON ON THE RUN,EXCELLENT,EXCELLENT,32.0,0.0,0.0,32.0,,,,COST,A CLASS,1.0,2024.0,COM,EXXON ON THE RUN,SEJ ASSET MGMT & INVESTMENT COMPANY,,N,%7 ELEVEN INC ONE ARTS PLAZA,1722 ROUTH ST STE 1000,,,DALLAS,TEXAS,752012504,UNITED STATES OF AMERICA,2821.0,,S WALTON WALKER BLVD,,,DALLAS,752117412,52-T (DALLAS),UNASSIGNED,EXXON HILLS,BLK B/8020 LT 1 ACS 2.12,,INT201300311612 DD10012013 CO-DC,8020 00B   00100      8DA8020 00B,10/01/2013,008020000B0010000,,2DSM5A,360500,2821 S WALTON WALKER BLVD DALLAS
75211,DALLAS,3857233.47370633,Convenience Store,DALLAS,-10787984.9884761,32.712715,,,,7-eleven Convenience Store 35402B,TX,116687.0,2821 S WALTON WALKER BLVD,1129221.0,7412,-96.910118,2821 S WALTON WALKER BLVD DALLAS,008020000B0010000,008020000B0010000,2024.0,CONVENIENCE STORE,1999.0,1999.0,3581.0,CONCRETE SLAB,3581.0,NONE,0.0,1.0,"C-MASONRY, BLOCK, TILT-WALL",CENTRAL HEAT,CENTRAL A/C,0.0,4449.0,EXXON ON THE RUN,EXCELLENT,EXCELLENT,24.0,0.0,0.0,24.0,,,,COST,A CLASS,1.0,2024.0,COM,EXXON ON THE RUN,SEJ ASSET MGMT & INVESTMENT COMPANY,,N,%7 ELEVEN INC ONE ARTS PLAZA,1722 ROUTH ST STE 1000,,,DALLAS,TEXAS,752012504,UNITED STATES OF AMERICA,2821.0,,S WALTON WALKER BLVD,,,DALLAS,752117412,52-T (DALLAS),UNASSIGNED,EXXON HILLS,BLK B/8020 LT 1 ACS 2.12,,INT201300311612 DD10012013 CO-DC,8020 00B   00100      8DA8020 00B,10/01/2013,008020000B0010000,,2DSM5A,360500,2821 S WALTON WALKER BLVD DALLAS
75044,DALLAS,3892619.60780534,Convenience Store,GARLAND,-10760567.8884496,32.979774,,,,7-Eleven Convenience Store 36371A,TX,116932.0,7235 N GEORGE BUSH HWY,1220502.0,2979,-96.663826,7235 N GEORGE BUSH HWY GARLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75228,DALLAS,3868237.57792442,Super Store,DALLAS,-10763838.5664086,32.795849,,,,La Michoacana Meat Market 37,TX,117046.0,8707 E R L THORNTON FWY,1027448.0,7113,-96.693207,8707 E R L THORNTON FWY DALLAS,0084740F000010000,0084740F000010000,2024.0,FREE STANDING RETAIL STORE,1988.0,2008.0,10720.0,CONCRETE SLAB,10720.0,NONE,0.0,1.0,"C-MASONRY, BLOCK, TILT-WALL",CENTRAL HEAT,CENTRAL A/C,0.0,10720.0,LA MICHOACANA FOOD STORE,GOOD,GOOD,0.0,0.0,0.0,0.0,,,,INCOME,B CLASS,1.0,2024.0,COM,LA MICHOACANA FOOD STORE,SFR PPTIES LTD,,N,,8830 LONG POINT RD STE 700,,,HOUSTON,TEXAS,770553027,UNITED STATES OF AMERICA,8707.0,,E R L THORNTON FWY,,,DALLAS,752287113,48-F (DALLAS),UNASSIGNED,LUBY'S ADDN,BLK F/8474  LT 1  ACS 2.0193,,INT201100010803 DD01122011 CO-DC,8474 F00   00100      7DA8474 F00,01/12/2011,0084740F000010000,,1DSJ15,360800,8707 E R L THORNTON FWY DALLAS
75240,DALLAS,3887317.73534218,Convenience Store,DALLAS,-10771686.0339121,32.939812,Ste 103,,,Shop N Go 3,TX,117222.0,8220 SPRING VALLEY RD,1028636.0,3866,-96.763702,8220 SPRING VALLEY RD DALLAS,007759000112B0000,007759000112B0000,2024.0,FREE STANDING RETAIL STORE,1998.0,1998.0,7440.0,CONCRETE SLAB,7440.0,NONE,0.0,1.0,"C-MASONRY, BLOCK, TILT-WALL",CENTRAL HEAT,CENTRAL A/C,0.0,7440.0,8220 SPRING VALLEY,EXCELLENT,GOOD,0.0,0.0,0.0,0.0,,,,INCOME,B CLASS,1.0,2024.0,COM,8220 SPRING VALLEY,NAYEBCORP INC,,N,,1112 N JOSEY LN,,,CARROLLTON,TEXAS,750066109,UNITED STATES OF AMERICA,8220.0,,SPRING VALLEY RD,,,DALLAS,752403831,16-K (DALLAS),UNASSIGNED,GREENWAY-SPRING VALLEY ADDN,BLK 1/7759 LT 12B ACS 0.8399,,VOL2003100/5456 DD05202003 CO-DC,7759 001   12B00      3007759 001,05/23/2003,007759000112B0000,,1DSC04,361300,8220 SPRING VALLEY RD DALLAS
75150,DALLAS,3868344.18269765,Convenience Store,MESQUITE,-10759368.6435753,32.796654,,,,Hms Mart Mesquite,TX,117501.0,3733 N TOWN EAST BLVD,1421701.0,3759,-96.653053,3733 N TOWN EAST BLVD MESQUITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75208,DALLAS,3860969.93710427,Convenience Store,DALLAS,-10778473.7398632,32.740952,,,,QuikTrip 975,TX,117514.0,511 S ZANG BLVD,1159882.0,6628,-96.824677,511 S ZANG BLVD DALLAS,003181006106A0000,003181006106A0000,2024.0,CONVENIENCE STORE,2014.0,2014.0,5967.0,CONCRETE SLAB,5967.0,NONE,0.0,1.0,D-WOOD FRAME,CENTRAL HEAT,CENTRAL A/C,1.0,5967.0,QUIKTRIP,EXCELLENT,EXCELLENT,0.0,0.0,0.0,0.0,,,,COST,A CLASS,1.0,2024.0,COM,QUIKTRIP,HUMPHREYS FUND I REIT LLC,,N,,PO BOX 1100,,,OKLAHOMA CITY,OKLAHOMA,731011100.0,UNITED STATES OF AMERICA,511.0,,S ZANG BLVD,,,DALLAS,752086628,54-H (DALLAS),UNASSIGNED,QUICK TRIP 975,BLK 61/3181 LT 6A,,INT201900002328 DD12312018 CO-DC,3181 061   06A00      8DA3181 061,01/03/2019,003181006106A0000,,2DSL7A,360500,511 S ZANG BLVD DALLAS
75050,DALLAS,3863693.40381168,Convenience Store,GRAND PRAIRIE,-10797553.2326682,32.761528,,,,Racetrac 73,TX,117650.0,1525 N BELT LINE RD,1029060.0,9708,-96.996071,1525 N BELT LINE RD GRAND PRAIRIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75006,DALLAS,3884495.16955288,Convenience Store,CARROLLTON,-10789669.1410523,32.91853,,,,Racetrac 143,TX,117719.0,2460 LUNA RD,1029063.0,6502,-96.925247,2460 LUNA RD CARROLLTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75063,DALLAS,3884847.25691974,Convenience Store,IRVING,-10797223.7269755,32.921185,,,,Racetrac 174,TX,117724.0,8400 N BELT LINE RD,1029065.0,6050,-96.993111,8400 N BELT LINE RD IRVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
